Date,Time,Temperature,Dewpoint,Relhum,Speed,Gust,Pressure
07-10-2021,09:53,46,43,89.2,4,M,1021.7
07-10-2021,10:53,45,43,92.6,5,M,1021.6
07-10-2021,11:53,46,44,92.7,5,M,1021.6
07-10-2021,12:53,46,44,92.7,0,M,1021.6
07-10-2021,13:06,46,44,92.7,4,M,1021.7
07-10-2021,13:53,45,43,92.6,3,M,1021.6
07-10-2021,14:53,45,43,92.6,3,M,1021.6
07-10-2021,15:31,43,41,92.6,5,M,1022.1
07-10-2021,15:44,44,41,89.1,6,M,1021.7
07-10-2021,15:53,44,42,92.6,4,M,1021.6
07-10-2021,16:53,46,43,89.2,3,M,1021.3
07-10-2021,17:24,47,43,85.9,4,M,1021.4
07-10-2021,17:53,48,42,79.6,6,M,1021.2
07-10-2021,18:53,51,43,73.9,5,M,1020.4
07-10-2021,19:53,54,44,68.8,4,M,1019.7
07-10-2021,20:53,57,45,64.1,7,M,1018.6
07-10-2021,21:53,59,44,57.4,9,M,1017.7
07-10-2021,22:53,61,42,49.5,7,M,1017.2
07-10-2021,23:53,61,42,49.5,8,M,1016.6
08-10-2021,00:53,60,42,51.3,7,M,1016.5
08-10-2021,01:53,56,41,57,7,M,1016.6
08-10-2021,02:53,56,42,59.2,7,M,1016.6
08-10-2021,03:53,52,42,68.6,5,M,1016.5
08-10-2021,04:53,50,42,73.8,0,M,1016.3
08-10-2021,05:53,48,41,76.6,0,M,1016.2
08-10-2021,06:53,46,40,79.4,0,M,1016.4
08-10-2021,07:53,45,40,82.5,0,M,1016.3
08-10-2021,08:53,45,40,82.5,0,M,1016.3
08-10-2021,09:53,44,39,82.4,3,M,1016.4
08-10-2021,10:53,43,39,85.6,0,M,1016.4
08-10-2021,11:53,44,40,85.7,0,M,1016.6
08-10-2021,12:53,43,39,85.6,0,M,1016.8
08-10-2021,13:02,44,40,85.7,0,M,1017
08-10-2021,13:53,44,40,85.7,4,M,1017.1
08-10-2021,14:53,46,41,82.6,3,M,1017.3
08-10-2021,15:53,47,42,82.6,0,M,1017.5
08-10-2021,16:53,50,43,76.7,3,M,1017.6
08-10-2021,17:53,53,44,71.4,5,M,1017.5
08-10-2021,18:53,56,44,64,0,M,1017.5
08-10-2021,19:53,59,44,57.4,4,M,1017.4
08-10-2021,20:53,59,44,57.4,7,M,1017.2
08-10-2021,21:53,60,42,51.3,6,M,1017.2
08-10-2021,22:53,60,40,47.5,4,M,1017.5
08-10-2021,23:53,60,39,45.7,3,M,1017.8
09-10-2021,00:53,60,38,43.9,0,M,1018.3
09-10-2021,01:53,57,36,45.2,0,M,1018.5
09-10-2021,02:53,53,39,58.8,0,M,1018.9
09-10-2021,03:53,50,39,65.7,3,M,1019.3
09-10-2021,04:53,51,41,68.5,0,M,1019.8
09-10-2021,05:53,47,40,76.5,0,M,1020.5
09-10-2021,06:53,46,41,82.6,0,M,1021.1
09-10-2021,07:53,47,42,82.6,4,M,1021.8
09-10-2021,08:53,47,41,79.5,5,M,1022.2
09-10-2021,09:53,43,40,89,0,M,1023
09-10-2021,10:53,45,41,85.8,0,M,1023.4
09-10-2021,11:53,47,43,85.9,0,M,1023.7
09-10-2021,12:07,48,43,82.7,3,M,1023.7
09-10-2021,12:53,48,43,82.7,4,M,1023.8
09-10-2021,13:53,48,42,79.6,3,M,1024.2
09-10-2021,14:53,49,43,79.7,0,M,1024.7
09-10-2021,15:53,50,44,79.7,0,M,1025.4
09-10-2021,16:53,54,44,68.8,4,M,1025.4
09-10-2021,17:53,55,45,68.9,5,M,1025.5
09-10-2021,18:53,56,47,71.7,7,M,1025.4
09-10-2021,19:53,60,47,62.1,7,M,1025.1
09-10-2021,20:53,61,47,59.9,5,M,1024.6
09-10-2021,21:53,63,47,55.8,5,M,1024
09-10-2021,22:53,63,48,58,5,M,1023.8
09-10-2021,23:53,63,47,55.8,3,M,1023.5
10-10-2021,00:53,63,46,53.8,5,M,1022.9
10-10-2021,01:53,62,47,57.8,4,M,1022.4
10-10-2021,02:53,61,48,62.2,3,M,1022.4
10-10-2021,03:53,60,46,59.8,5,M,1022.4
10-10-2021,04:53,59,47,64.3,5,M,1022
10-10-2021,05:53,59,46,62,5,M,1021.8
10-10-2021,06:53,57,49,74.5,5,M,1021.8
10-10-2021,07:53,56,49,77.3,9,M,1021.2
10-10-2021,08:53,55,49,80.1,12,M,1020.9
10-10-2021,09:53,54,49,83.1,15,M,1020.6
10-10-2021,10:53,55,50,83.2,11,21,1020.6
10-10-2021,11:44,54,49,83.1,8,M,1022
10-10-2021,11:53,54,49,83.1,6,M,1021.6
10-10-2021,12:53,53,49,86.2,3,M,1022
10-10-2021,13:53,53,47,80,4,M,1022.4
10-10-2021,14:53,51,46,82.9,5,M,1022.7
10-10-2021,15:53,54,47,77.1,5,M,1023.3
10-10-2021,16:53,56,46,69,8,M,1023.7
10-10-2021,17:53,55,44,66.3,10,M,1024.4
10-10-2021,18:53,57,46,66.6,5,M,1024.3
10-10-2021,19:53,56,43,61.6,5,M,1024
10-10-2021,20:53,59,44,57.4,4,M,1023.2
10-10-2021,21:53,59,41,51.2,15,M,1023
10-10-2021,22:53,61,41,47.6,10,M,1022.5
10-10-2021,23:53,56,40,54.8,13,M,1022.9
11-10-2021,00:53,55,39,54.7,9,M,1023.1
11-10-2021,01:53,51,40,65.8,5,M,1023.1
11-10-2021,02:53,50,41,71,4,M,1023
11-10-2021,03:53,48,40,73.6,0,M,1022.9
11-10-2021,04:53,49,41,73.7,0,M,1023.1
11-10-2021,05:53,48,43,82.7,5,M,1023.1
11-10-2021,06:53,46,41,82.6,4,M,1023.1
11-10-2021,07:53,45,40,82.5,0,M,1023.4
11-10-2021,08:53,43,39,85.6,0,M,1023.6
11-10-2021,09:53,41,37,85.5,0,M,1023.8
11-10-2021,10:53,42,39,89,0,M,1023.8
11-10-2021,11:53,42,38,85.6,0,M,1024
11-10-2021,12:53,40,37,88.9,3,M,1024.2
11-10-2021,13:53,43,39,85.6,4,M,1024.5
11-10-2021,14:53,45,40,82.5,0,M,1024.7
11-10-2021,15:53,45,41,85.8,0,M,1025.1
11-10-2021,16:12,46,42,85.8,0,M,1025.4
11-10-2021,16:53,48,42,79.6,0,M,1025.3
11-10-2021,17:53,50,41,71,7,M,1025.5
11-10-2021,18:20,51,41,68.5,7,M,1025.4
11-10-2021,18:44,51,41,68.5,6,M,1025.4
11-10-2021,18:53,53,41,63.6,4,M,1025.2
11-10-2021,19:53,54,41,61.3,6,M,1025
11-10-2021,20:16,54,40,59,5,M,1025.1
11-10-2021,20:38,55,39,54.7,4,M,1024.7
11-10-2021,20:53,56,39,52.7,3,M,1024.7
11-10-2021,21:53,59,39,47.3,4,M,1024.2
11-10-2021,22:53,59,33,37.3,6,M,1024.2
11-10-2021,23:53,58,34,40.2,8,14,1024.4
12-10-2021,03:53,47,37,68,5,M,1025.1
12-10-2021,04:53,46,37,70.6,3,M,1025.2
12-10-2021,05:53,48,40,73.6,5,M,1025.1
12-10-2021,06:53,48,40,73.6,3,M,1025.3
12-10-2021,07:53,43,37,79.2,3,M,1025.2
12-10-2021,08:53,43,37,79.2,4,M,1025.5
12-10-2021,09:53,41,36,82.2,3,M,1025.4
12-10-2021,10:53,41,36,82.2,3,M,1025.2
12-10-2021,11:53,38,35,88.8,0,M,1025.1
12-10-2021,12:32,40,35,82.1,0,M,1025.1
12-10-2021,12:53,40,35,82.1,0,M,1024.8
12-10-2021,13:53,41,37,85.5,0,M,1025
12-10-2021,14:40,39,36,88.9,6,M,1025.1
12-10-2021,14:53,39,36,88.9,5,M,1024.9
12-10-2021,15:10,39,37,92.4,4,M,1025.1
12-10-2021,15:27,39,38,96.2,4,M,1025.1
12-10-2021,15:53,42,39,89,4,M,1024.7
12-10-2021,16:53,43,36,76.1,4,M,1024.4
12-10-2021,17:53,46,38,73.4,3,M,1023.8
12-10-2021,18:53,48,38,68.1,5,M,1022.6
12-10-2021,19:53,50,39,65.7,3,M,1021.3
12-10-2021,20:53,52,40,63.5,7,M,1020.1
12-10-2021,21:53,54,39,56.7,0,M,1019.2
12-10-2021,22:53,54,37,52.4,4,M,1018.8
12-10-2021,23:53,54,37,52.4,6,M,1017.9
13-10-2021,00:53,54,38,54.5,5,M,1017.7
13-10-2021,01:53,52,42,68.6,3,M,1017.8
13-10-2021,02:53,51,42,71.2,4,M,1017.6
13-10-2021,03:53,50,42,73.8,5,M,1017.4
13-10-2021,04:53,48,42,79.6,6,M,1017.3
13-10-2021,05:15,48,43,82.7,7,M,1017.3
13-10-2021,05:53,48,42,79.6,6,M,1017.1
13-10-2021,06:24,48,42,79.6,4,M,1017.3
13-10-2021,06:53,48,42,79.6,5,M,1017.1
13-10-2021,07:53,48,43,82.7,4,M,1017.1
13-10-2021,08:12,48,43,82.7,4,M,1017.3
13-10-2021,08:53,47,42,82.6,0,M,1017.4
13-10-2021,09:53,44,41,89.1,4,M,1018
13-10-2021,10:53,46,43,89.2,5,M,1018.2
13-10-2021,11:53,46,43,89.2,5,M,1018.4
13-10-2021,12:53,46,43,89.2,0,M,1018.9
13-10-2021,13:53,46,42,85.8,4,M,1019.4
13-10-2021,14:53,46,42,85.8,4,M,1019.7
13-10-2021,15:53,47,43,85.9,3,M,1020.3
13-10-2021,16:53,48,44,85.9,6,M,1020.7
13-10-2021,17:53,48,44,85.9,0,M,1021
13-10-2021,18:53,50,45,82.8,5,M,1021.1
13-10-2021,19:17,50,44,79.7,7,M,1021
13-10-2021,19:53,51,45,79.8,5,M,1021.1
13-10-2021,20:53,53,46,77,5,M,1020.8
13-10-2021,21:21,53,45,74.1,5,M,1020.7
13-10-2021,21:53,54,45,71.5,5,M,1020.8
13-10-2021,22:53,54,45,71.5,4,M,1020.9
13-10-2021,23:53,53,47,80,3,M,1021
14-10-2021,00:53,53,46,77,3,M,1020.7
14-10-2021,01:53,52,47,83,3,M,1020.8
14-10-2021,02:53,52,46,79.9,4,M,1021.1
14-10-2021,03:53,51,46,82.9,4,M,1021.4
14-10-2021,04:53,51,46,82.9,4,M,1021.5
14-10-2021,05:53,51,46,82.9,0,M,1021.8
14-10-2021,06:53,51,46,82.9,4,M,1021.8
14-10-2021,07:53,50,47,89.4,4,M,1021.9
14-10-2021,08:53,50,46,86.1,7,M,1021.9
14-10-2021,09:53,51,46,82.9,5,M,1021.9
14-10-2021,10:53,51,46,82.9,3,M,1021.8
14-10-2021,11:46,50,47,89.4,5,M,1022
14-10-2021,11:53,50,47,89.4,5,M,1022
14-10-2021,12:53,51,46,82.9,5,M,1022.3
14-10-2021,13:53,51,46,82.9,3,M,1022.9
14-10-2021,14:08,51,46,82.9,4,M,1023
14-10-2021,14:27,51,46,82.9,5,M,1023
14-10-2021,14:53,51,46,82.9,4,M,1023.2
14-10-2021,15:53,52,46,79.9,3,M,1023.9
14-10-2021,16:53,52,46,79.9,3,M,1024.3
14-10-2021,17:53,53,47,80,7,M,1024.5
14-10-2021,18:53,53,48,83.1,4,M,1024.8
14-10-2021,19:42,53,49,86.2,3,M,1024.7
14-10-2021,19:53,53,50,89.5,0,M,1024.9
14-10-2021,20:36,53,50,89.5,3,M,1025.1
14-10-2021,20:53,54,50,86.3,0,M,1024.9
14-10-2021,21:53,55,50,83.2,0,M,1024.7
14-10-2021,22:53,56,51,83.3,3,M,1024.7
14-10-2021,23:53,56,51,83.3,4,M,1024.4
15-10-2021,00:53,56,51,83.3,5,M,1024.4
15-10-2021,00:58,56,52,86.4,4,M,1024.4
15-10-2021,01:53,55,51,86.3,6,M,1024.3
15-10-2021,02:53,55,51,86.3,7,M,1024.6
15-10-2021,03:53,55,51,86.3,6,M,1024.4
15-10-2021,04:53,55,52,89.6,5,M,1024.4
15-10-2021,05:53,55,51,86.3,6,M,1024.2
15-10-2021,06:53,54,51,89.5,5,M,1024
15-10-2021,07:53,54,50,86.3,7,M,1023.7
15-10-2021,08:53,52,49,89.5,3,M,1023.7
15-10-2021,09:53,51,48,89.4,0,M,1023.6
15-10-2021,10:53,50,47,89.4,0,M,1023.3
15-10-2021,11:53,50,46,86.1,4,M,1023.2
15-10-2021,12:53,48,44,85.9,4,M,1023
15-10-2021,13:53,48,44,85.9,3,M,1023
15-10-2021,14:53,48,45,89.3,3,M,1023.1
15-10-2021,15:53,51,46,82.9,4,M,1023.6
15-10-2021,16:53,54,46,74.2,4,M,1023.7
15-10-2021,17:53,56,48,74.4,6,M,1023.4
15-10-2021,18:53,59,49,69.4,4,M,1023.2
15-10-2021,19:53,61,49,64.6,5,M,1022.6
15-10-2021,20:53,64,48,56,0,M,1022.1
15-10-2021,21:53,65,48,54.1,3,M,1021.5
15-10-2021,22:53,66,47,50.3,3,M,1021.1
15-10-2021,23:53,65,47,52.1,0,M,1020.9
16-10-2021,00:53,63,47,55.8,6,M,1020.6
16-10-2021,01:53,59,48,66.8,4,M,1020.8
16-10-2021,02:53,59,49,69.4,0,M,1021
16-10-2021,03:53,57,50,77.4,0,M,1021.3
16-10-2021,04:53,55,49,80.1,5,M,1021.5
16-10-2021,05:53,54,49,83.1,0,M,1021.6
16-10-2021,06:53,54,49,83.1,4,M,1021.4
16-10-2021,07:53,53,49,86.2,4,M,1021.2
16-10-2021,08:53,52,47,83,4,M,1020.9
16-10-2021,09:53,50,46,86.1,4,M,1020.7
16-10-2021,10:53,49,45,86,5,M,1020.5
16-10-2021,11:53,48,44,85.9,5,M,1020.3
16-10-2021,12:53,48,45,89.3,5,M,1019.8
16-10-2021,13:53,48,44,85.9,5,M,1019.5
16-10-2021,14:53,48,45,89.3,3,M,1019.3
16-10-2021,15:05,48,46,92.7,3,M,1019.3
16-10-2021,15:16,48,46,92.7,3,M,1019.3
16-10-2021,15:53,50,46,86.1,3,M,1019.1
16-10-2021,16:53,53,47,80,0,M,1018.7
16-10-2021,17:53,56,49,77.3,4,M,1018.4
16-10-2021,18:53,59,49,69.4,0,M,1017.8
16-10-2021,19:53,62,48,60.1,4,M,1016.8
16-10-2021,20:53,65,48,54.1,4,M,1015.8
16-10-2021,21:53,66,49,54.2,6,M,1014.6
16-10-2021,22:53,67,49,52.4,4,M,1013.7
16-10-2021,23:53,67,49,52.4,5,M,1012.7
17-10-2021,00:53,67,48,50.4,0,M,1012.4
17-10-2021,01:53,61,49,64.6,0,M,1012.1
17-10-2021,02:53,58,51,77.5,0,M,1011.9
17-10-2021,03:53,56,51,83.3,0,M,1011.4
17-10-2021,04:53,57,51,80.3,0,M,1011
17-10-2021,05:53,56,51,83.3,4,M,1010.7
17-10-2021,06:53,55,50,83.2,4,M,1010.4
17-10-2021,07:53,54,49,83.1,3,M,1009.8
17-10-2021,08:53,52,48,86.2,3,M,1009.5
17-10-2021,09:53,52,48,86.2,3,M,1008.9
17-10-2021,10:53,51,47,86.1,3,M,1008.2
17-10-2021,11:53,52,47,83,3,M,1007.5
17-10-2021,12:53,51,46,82.9,6,M,1006.9
17-10-2021,13:53,51,47,86.1,6,M,1006.6
17-10-2021,14:53,50,46,86.1,6,M,1006.2
17-10-2021,15:53,51,46,82.9,0,M,1006.4
17-10-2021,16:53,53,47,80,5,M,1006.1
17-10-2021,17:53,54,48,80.1,6,M,1006.1
17-10-2021,18:53,58,50,74.6,3,M,1005.6
17-10-2021,19:53,59,49,69.4,0,M,1005.2
17-10-2021,20:53,60,49,66.9,4,M,1004.7
17-10-2021,21:53,62,49,62.3,4,M,1004.2
17-10-2021,22:53,63,49,60.2,0,M,1004.5
17-10-2021,23:53,58,49,71.9,17,22,1005.4
18-10-2021,00:53,56,48,74.4,7,M,1005.7
18-10-2021,01:53,55,48,77.2,9,M,1006.8
18-10-2021,02:53,54,47,77.1,13,M,1007.1
18-10-2021,03:53,53,47,80,6,M,1008.4
18-10-2021,03:58,53,47,80,8,M,1008.5
18-10-2021,04:14,53,47,80,9,M,1008.8
18-10-2021,04:53,53,47,80,13,18,1009
18-10-2021,05:53,53,46,77,11,M,1009.8
18-10-2021,06:53,52,46,79.9,7,M,1010
18-10-2021,07:53,52,45,76.9,9,M,1010.6
18-10-2021,08:53,52,45,76.9,7,M,1010.9
18-10-2021,09:53,52,44,74,7,M,1011.6
18-10-2021,10:53,52,44,74,6,M,1011.8
18-10-2021,11:53,51,44,76.8,5,M,1012.8
18-10-2021,12:53,50,42,73.8,3,M,1013.9
18-10-2021,13:53,50,42,73.8,5,M,1014.3
18-10-2021,14:53,48,43,82.7,0,M,1015.4
18-10-2021,15:53,51,44,76.8,0,M,1016.1
18-10-2021,16:53,52,43,71.3,0,M,1016.5
18-10-2021,17:53,54,40,59,0,M,1016.6
18-10-2021,18:53,55,39,54.7,0,M,1016.6
18-10-2021,19:53,57,40,52.9,3,M,1016.4
18-10-2021,20:53,57,40,52.9,4,M,1016.2
18-10-2021,21:53,57,40,52.9,0,M,1016.1
18-10-2021,22:53,58,41,53,3,M,1016.4
18-10-2021,23:53,58,41,53,5,M,1016.1
19-10-2021,00:53,56,42,59.2,3,M,1016
19-10-2021,01:53,54,42,63.7,4,M,1016
19-10-2021,02:53,53,42,66.1,3,M,1015.9
19-10-2021,03:53,51,44,76.8,4,M,1015.8
19-10-2021,04:53,48,42,79.6,0,M,1016
19-10-2021,05:53,46,41,82.6,0,M,1015.9
19-10-2021,06:53,45,41,85.8,3,M,1015.3
19-10-2021,07:53,44,41,89.1,0,M,1015.1
19-10-2021,08:53,43,40,89,0,M,1014.7
19-10-2021,09:53,43,41,92.6,0,M,1014
19-10-2021,10:53,40,38,92.5,0,M,1013.6
19-10-2021,11:53,42,39,89,0,M,1013.2
19-10-2021,12:37,41,39,92.5,3,M,1013.3
19-10-2021,12:50,41,37,85.5,4,M,1013.3
19-10-2021,12:51,41,38,89,3,M,1013.1
19-10-2021,13:29,41,39,92.5,0,M,1012.9
19-10-2021,13:46,42,40,92.5,5,M,1013.3
19-10-2021,13:53,42,39,89,4,M,1013
19-10-2021,14:00,42,40,92.5,4,M,1013.3
19-10-2021,14:53,45,43,92.6,0,M,1012.9
19-10-2021,15:53,43,40,89,5,M,1012.6
19-10-2021,16:36,47,43,85.9,5,M,1012.6
19-10-2021,16:53,47,42,82.6,5,M,1011.9
19-10-2021,17:53,48,43,82.7,5,M,1011.4
19-10-2021,18:53,52,44,74,6,M,1010.5
19-10-2021,19:53,55,45,68.9,5,M,1009.9
19-10-2021,20:53,58,45,61.8,3,M,1008.8
19-10-2021,21:53,59,45,59.6,6,M,1007.9
19-10-2021,22:53,61,47,59.9,0,M,1006.2
19-10-2021,23:53,59,47,64.3,7,M,1005.2
20-10-2021,00:53,57,47,69.1,5,M,1004.5
20-10-2021,01:53,56,47,71.7,3,M,1003.9
20-10-2021,02:53,54,47,77.1,4,M,1003.4
20-10-2021,03:53,54,47,77.1,3,M,1002.9
20-10-2021,04:53,53,47,80,4,M,1002.5
20-10-2021,05:53,54,49,83.1,6,M,1003.1
20-10-2021,06:53,56,47,71.7,9,M,1004.2
20-10-2021,07:53,55,49,80.1,6,M,1004.7
20-10-2021,08:53,54,50,86.3,5,M,1003.6
20-10-2021,09:53,55,49,80.1,5,M,1003
20-10-2021,10:53,53,50,89.5,0,M,1003.8
20-10-2021,11:53,54,49,83.1,3,M,1005.3
20-10-2021,12:53,56,49,77.3,9,M,1006.6
20-10-2021,13:53,55,49,80.1,10,M,1008
20-10-2021,14:53,54,48,80.1,9,M,1009.7
20-10-2021,15:53,55,47,74.3,8,M,1011.1
20-10-2021,16:53,57,48,71.8,10,M,1012.4
20-10-2021,17:53,60,48,64.5,10,M,1013
20-10-2021,18:53,61,47,59.9,16,25,1014
20-10-2021,19:53,61,48,62.2,9,18,1014.4
20-10-2021,20:53,62,47,57.8,13,20,1014.6
20-10-2021,21:53,62,47,57.8,14,M,1015.1
20-10-2021,22:53,63,47,55.8,10,M,1015
20-10-2021,23:53,62,46,55.7,6,M,1015.1
21-10-2021,00:53,62,46,55.7,6,M,1014.7
21-10-2021,01:53,58,50,74.6,5,M,1015.3
21-10-2021,02:53,58,50,74.6,8,M,1014.6
21-10-2021,03:53,57,50,77.4,8,M,1014.5
21-10-2021,04:53,56,49,77.3,5,M,1014.3
21-10-2021,05:53,56,49,77.3,8,M,1013.8
21-10-2021,06:53,57,49,74.5,0,M,1013.7
21-10-2021,07:53,56,48,74.4,5,M,1013.3
21-10-2021,08:53,55,46,71.6,3,M,1012.5
21-10-2021,09:53,54,46,74.2,0,M,1012
21-10-2021,10:53,56,45,66.5,8,M,1010.7
21-10-2021,11:53,55,45,68.9,4,M,1010.4
21-10-2021,12:53,57,45,64.1,6,M,1010.8
21-10-2021,13:53,58,43,57.3,13,M,1010.4
21-10-2021,14:53,57,44,61.7,8,M,1010
21-10-2021,15:53,58,44,59.5,11,M,1009.6
21-10-2021,16:53,60,43,53.3,14,M,1009.3
21-10-2021,17:53,62,44,51.6,15,M,1008.5
21-10-2021,18:53,63,45,51.8,14,21,1008.4
21-10-2021,19:53,65,45,48.3,14,21,1008.3
21-10-2021,20:53,66,46,48.4,16,M,1006.6
21-10-2021,21:53,67,46,46.8,14,M,1005
21-10-2021,22:53,67,45,45,16,M,1004.3
21-10-2021,23:53,66,49,54.2,6,M,1007.1
22-10-2021,00:53,62,52,69.7,0,M,1007.7
22-10-2021,01:12,60,53,77.6,4,M,1008.5
22-10-2021,01:53,59,55,86.6,0,M,1009.1
22-10-2021,02:34,58,54,86.5,5,M,1009.8
22-10-2021,02:53,58,55,89.7,6,M,1009.5
22-10-2021,03:31,58,55,89.7,5,M,1009.8
22-10-2021,03:53,58,55,89.7,10,M,1010.2
22-10-2021,04:14,58,54,86.5,10,M,1010.8
22-10-2021,04:53,57,52,83.3,8,M,1009.9
22-10-2021,05:37,56,52,86.4,6,M,1010.8
22-10-2021,05:53,56,52,86.4,7,M,1010.6
22-10-2021,06:53,56,52,86.4,8,M,1010.3
22-10-2021,07:53,55,52,89.6,6,M,1009.6
22-10-2021,08:53,55,52,89.6,5,M,1010.1
22-10-2021,09:53,55,51,86.3,4,M,1009.8
22-10-2021,10:53,55,49,80.1,5,M,1009.9
22-10-2021,11:53,55,48,77.2,3,M,1009.7
22-10-2021,12:53,54,48,80.1,5,M,1009.5
22-10-2021,13:53,55,47,74.3,6,M,1009.3
22-10-2021,14:53,54,50,86.3,5,M,1009.6
22-10-2021,15:53,55,51,86.3,8,M,1009.7
22-10-2021,16:53,54,50,86.3,4,M,1010.1
22-10-2021,17:53,54,50,86.3,3,M,1010.1
22-10-2021,18:09,55,50,83.2,0,M,1010.2
22-10-2021,18:53,56,51,83.3,6,M,1009.6
22-10-2021,19:18,56,51,83.3,6,M,1009.8
22-10-2021,19:51,57,52,83.3,6,M,1009.5
22-10-2021,19:53,58,52,80.4,5,M,1009.5
22-10-2021,20:53,59,51,74.7,8,M,1009.6
22-10-2021,21:53,60,51,72.1,8,M,1009.6
22-10-2021,22:42,58,51,77.5,7,M,1009.8
22-10-2021,22:53,58,51,77.5,6,M,1009.7
22-10-2021,23:09,58,51,77.5,5,M,1010.2
22-10-2021,23:53,57,50,77.4,8,M,1009.9
23-10-2021,00:53,56,49,77.3,3,M,1010.2
23-10-2021,01:53,56,49,77.3,5,M,1010.2
23-10-2021,02:53,55,49,80.1,7,M,1010.4
23-10-2021,03:53,54,48,80.1,7,M,1010.5
23-10-2021,04:53,53,48,83.1,4,M,1010.5
23-10-2021,05:53,54,48,80.1,5,M,1009.7
23-10-2021,06:53,54,47,77.1,6,M,1009.2
23-10-2021,07:53,54,48,80.1,6,M,1008.7
23-10-2021,08:53,53,48,83.1,5,M,1008.4
23-10-2021,09:53,53,49,86.2,3,M,1008.1
