Date,Time,Temperature,Dewpoint,Relhum,Speed,Gust,Pressure
07-10-2021,15:43,47,45,92.7,0,M,1022.7
07-10-2021,15:53,47,44,89.2,0,M,1023.1
07-10-2021,16:51,48,45,89.3,4,M,1022.3
07-10-2021,16:53,49,44,82.8,5,M,1022.8
07-10-2021,17:18,52,44,74,3,M,1022.2
07-10-2021,17:53,50,44,79.7,5,M,1022.6
07-10-2021,18:31,54,44,68.8,0,M,1021.8
07-10-2021,18:53,52,43,71.3,0,M,1022
07-10-2021,19:53,56,42,59.2,5,M,1021.2
07-10-2021,20:53,56,41,57,4,M,1020.7
07-10-2021,21:53,58,40,51,8,M,1019.9
07-10-2021,22:53,57,41,55,9,M,1019.2
07-10-2021,23:53,56,39,52.7,7,M,1018.7
08-10-2021,00:53,54,36,50.4,5,M,1018.4
08-10-2021,01:53,50,35,56.1,6,M,1018.4
08-10-2021,02:53,49,41,73.7,8,M,1018.4
08-10-2021,03:53,47,42,82.6,5,M,1017.9
08-10-2021,04:53,47,43,85.9,4,M,1017.6
08-10-2021,05:53,46,42,85.8,5,M,1017.3
08-10-2021,06:53,45,41,85.8,5,M,1016.9
08-10-2021,07:53,44,42,92.6,0,M,1016.8
08-10-2021,08:53,42,40,92.5,3,M,1016.6
08-10-2021,09:53,42,39,89,0,M,1016.7
08-10-2021,10:53,43,40,89,4,M,1016.6
08-10-2021,11:53,42,40,92.5,3,M,1016.8
08-10-2021,12:53,41,39,92.5,4,M,1016.8
08-10-2021,13:53,41,39,92.5,5,M,1016.9
08-10-2021,14:18,42,41,96.2,6,M,1016.8
08-10-2021,14:53,42,41,96.2,5,M,1017
08-10-2021,15:53,44,43,96.2,0,M,1017.6
08-10-2021,16:53,46,44,92.7,4,M,1017.8
08-10-2021,17:15,46,44,92.7,4,M,1017.6
08-10-2021,17:53,47,45,92.7,3,M,1018
08-10-2021,18:53,47,44,89.2,3,M,1018.3
08-10-2021,19:43,50,45,82.8,3,M,1017.9
08-10-2021,19:53,51,45,79.8,0,M,1018.1
08-10-2021,20:53,54,43,66.2,4,M,1018
08-10-2021,21:53,57,40,52.9,3,M,1018
08-10-2021,22:53,57,39,50.9,0,M,1018.1
08-10-2021,23:53,57,39,50.9,0,M,1018.5
09-10-2021,00:53,57,38,48.9,0,M,1018.9
09-10-2021,01:53,54,41,61.3,0,M,1019.2
09-10-2021,02:53,51,41,68.5,0,M,1019.5
09-10-2021,03:53,51,40,65.8,4,M,1019.7
09-10-2021,04:53,51,38,60.9,6,M,1020.2
09-10-2021,05:53,48,37,65.5,6,M,1020.7
09-10-2021,06:53,46,37,70.6,4,M,1021.2
09-10-2021,07:53,45,38,76.3,7,M,1021.5
09-10-2021,08:53,44,38,79.3,7,M,1022.1
09-10-2021,09:53,44,38,79.3,7,M,1022.6
09-10-2021,10:53,45,39,79.3,7,M,1022.9
09-10-2021,11:53,45,39,79.3,8,M,1023
09-10-2021,12:53,46,38,73.4,8,M,1023.2
09-10-2021,13:53,46,39,76.4,6,M,1023.6
09-10-2021,14:53,48,40,73.6,7,M,1024
09-10-2021,15:53,49,40,70.9,4,M,1024
09-10-2021,16:53,51,42,71.2,8,M,1024.1
09-10-2021,17:53,52,43,71.3,7,M,1023.8
09-10-2021,18:53,54,44,68.8,6,M,1024
09-10-2021,19:25,55,45,68.9,8,M,1023.1
09-10-2021,19:53,55,45,68.9,6,M,1023.6
09-10-2021,20:53,55,46,71.6,5,M,1023
09-10-2021,21:21,56,46,69,14,20,1022.4
09-10-2021,21:53,56,47,71.7,12,22,1022.7
09-10-2021,22:53,56,47,71.7,11,20,1022.5
09-10-2021,23:53,56,47,71.7,8,M,1022.2
10-10-2021,00:53,56,48,74.4,6,M,1021.3
10-10-2021,01:09,55,49,80.1,6,M,1020.4
10-10-2021,01:53,55,49,80.1,9,M,1020.7
10-10-2021,02:53,55,48,77.2,8,M,1019.9
10-10-2021,03:53,55,48,77.2,16,25,1019.9
10-10-2021,04:53,52,51,96.4,13,M,1018.5
10-10-2021,05:53,52,50,92.9,9,M,1018
10-10-2021,06:12,52,50,92.9,9,M,1017.5
10-10-2021,06:53,52,50,92.9,7,M,1017.4
10-10-2021,07:53,52,51,96.4,3,M,1017.3
10-10-2021,08:02,52,51,96.4,3,M,1016.8
10-10-2021,08:10,52,50,92.9,5,M,1016.8
10-10-2021,08:53,53,50,89.5,13,23,1017
10-10-2021,09:53,53,50,89.5,10,17,1017.5
10-10-2021,10:12,52,49,89.5,11,20,1017.5
10-10-2021,10:53,51,45,79.8,11,18,1018.6
10-10-2021,11:29,50,44,79.7,7,M,1018.9
10-10-2021,11:52,50,44,79.7,6,M,1019.3
10-10-2021,12:53,49,45,86,4,M,1019.9
10-10-2021,13:53,49,45,86,5,M,1020.1
10-10-2021,14:53,47,44,89.2,7,M,1021
10-10-2021,15:16,47,45,92.7,3,M,1021
10-10-2021,15:23,47,44,89.2,5,M,1021
10-10-2021,15:28,48,44,85.9,5,M,1021
10-10-2021,15:53,48,44,85.9,7,M,1021.4
10-10-2021,16:53,48,45,89.3,9,M,1021.9
10-10-2021,17:53,50,43,76.7,7,M,1022.4
10-10-2021,18:53,52,44,74,9,M,1022.1
10-10-2021,19:53,53,43,68.7,9,M,1022.1
10-10-2021,20:53,53,41,63.6,8,M,1021.9
10-10-2021,21:53,51,42,71.2,0,M,1021.6
10-10-2021,22:07,51,41,68.5,0,M,1021.2
10-10-2021,22:53,52,41,66,3,M,1021.6
10-10-2021,23:53,51,44,76.8,6,M,1021.6
11-10-2021,00:53,50,43,76.7,8,M,1021.7
11-10-2021,01:32,49,44,82.8,9,M,1021.6
11-10-2021,01:43,47,44,89.2,7,M,1021.7
11-10-2021,01:53,47,42,82.6,9,M,1021.9
11-10-2021,02:53,46,42,85.8,7,M,1022.1
11-10-2021,03:53,45,41,85.8,11,M,1022.3
11-10-2021,04:53,45,41,85.8,8,M,1022.7
11-10-2021,05:53,43,41,92.6,5,M,1022.9
11-10-2021,06:53,44,40,85.7,3,M,1023.1
11-10-2021,07:53,41,39,92.5,0,M,1023.3
11-10-2021,08:53,44,41,89.1,0,M,1023.6
11-10-2021,09:04,43,41,92.6,6,M,1023.5
11-10-2021,09:24,43,41,92.6,0,M,1023.5
11-10-2021,09:53,44,42,92.6,0,M,1023.9
11-10-2021,10:03,44,42,92.6,3,M,1023.8
11-10-2021,10:29,44,42,92.6,3,M,1023.5
11-10-2021,10:53,44,42,92.6,0,M,1023.8
11-10-2021,11:53,44,41,89.1,0,M,1024.1
11-10-2021,12:53,42,41,96.2,3,M,1024.6
11-10-2021,13:53,41,40,96.2,3,M,1025
11-10-2021,14:18,41,40,96.2,3,M,1024.9
11-10-2021,14:53,41,39,92.5,3,M,1025.3
11-10-2021,15:03,41,40,96.2,3,M,1025.3
11-10-2021,15:53,44,41,89.1,3,M,1025.8
11-10-2021,16:53,47,43,85.9,0,M,1026
11-10-2021,17:53,48,41,76.6,8,M,1026.3
11-10-2021,18:37,49,42,76.7,3,M,1025.7
11-10-2021,18:53,50,41,71,6,M,1026.2
11-10-2021,19:35,50,42,73.8,5,M,1025.6
11-10-2021,19:53,50,41,71,4,M,1026.2
11-10-2021,20:53,51,41,68.5,5,M,1025.9
11-10-2021,21:08,52,41,66,8,18,1025.2
11-10-2021,21:53,52,40,63.5,5,M,1025.8
11-10-2021,22:53,51,39,63.3,7,M,1025.8
11-10-2021,23:53,53,38,56.6,7,M,1026
12-10-2021,03:53,47,38,70.7,6,M,1026.3
12-10-2021,04:53,48,37,65.5,6,M,1026.1
12-10-2021,05:53,44,38,79.3,6,M,1026.1
12-10-2021,06:53,41,38,89,3,M,1026
12-10-2021,07:53,40,38,92.5,6,M,1025.8
12-10-2021,08:53,40,37,88.9,7,M,1025.7
12-10-2021,09:53,39,36,88.9,7,M,1025.5
12-10-2021,10:53,38,35,88.8,7,M,1025.1
12-10-2021,11:53,37,34,88.8,6,M,1024.8
12-10-2021,12:53,38,33,82,6,M,1024.3
12-10-2021,13:53,37,33,85.3,7,M,1023.8
12-10-2021,14:53,38,33,82,6,M,1023.7
12-10-2021,15:53,40,33,75.8,6,M,1023.3
12-10-2021,16:53,41,33,72.9,8,M,1022.7
12-10-2021,17:53,43,35,73.1,5,M,1022.1
12-10-2021,18:53,46,37,70.6,5,M,1021
12-10-2021,19:53,48,37,65.5,3,M,1020.2
12-10-2021,20:53,48,38,68.1,5,M,1019.3
12-10-2021,21:53,48,36,62.9,6,M,1018.6
12-10-2021,22:53,48,37,65.5,3,M,1018
12-10-2021,23:53,50,38,63.2,9,M,1017.6
13-10-2021,00:53,49,38,65.6,11,19,1017.3
13-10-2021,01:53,47,40,76.5,6,M,1017
13-10-2021,02:53,46,41,82.6,7,M,1016.4
13-10-2021,03:53,45,41,85.8,6,M,1015.9
13-10-2021,04:53,45,41,85.8,4,M,1016.2
13-10-2021,05:53,44,41,89.1,3,M,1016
13-10-2021,06:53,44,42,92.6,6,M,1015.5
13-10-2021,07:53,44,43,96.2,0,M,1015.8
13-10-2021,08:15,44,43,96.2,0,M,1015.7
13-10-2021,08:53,44,43,96.2,0,M,1016.1
13-10-2021,09:53,45,43,92.6,5,M,1016.2
13-10-2021,10:06,45,43,92.6,3,M,1016
13-10-2021,10:43,45,43,92.6,5,M,1016
13-10-2021,10:53,45,43,92.6,3,M,1016.4
13-10-2021,11:22,44,42,92.6,5,M,1016.4
13-10-2021,11:53,44,42,92.6,5,M,1016.9
13-10-2021,12:26,43,41,92.6,5,M,1017.1
13-10-2021,12:53,43,42,96.2,3,M,1017.5
13-10-2021,13:53,43,41,92.6,3,M,1018.2
13-10-2021,14:53,44,42,92.6,7,M,1018.6
13-10-2021,15:32,45,43,92.6,3,M,1018.7
13-10-2021,15:53,46,42,85.8,5,M,1019.1
13-10-2021,16:53,46,41,82.6,4,M,1019.4
13-10-2021,17:53,47,41,79.5,5,M,1019.7
13-10-2021,18:53,48,41,76.6,3,M,1019.7
13-10-2021,19:53,51,41,68.5,8,M,1020.1
13-10-2021,20:53,51,39,63.3,9,M,1020
13-10-2021,21:53,50,41,71,9,M,1020
13-10-2021,22:53,50,40,68.3,6,M,1020.2
13-10-2021,23:53,50,40,68.3,4,M,1020.1
14-10-2021,00:53,50,42,73.8,4,M,1019.9
14-10-2021,01:53,49,41,73.7,3,M,1020.1
14-10-2021,02:53,50,41,71,7,M,1020.1
14-10-2021,03:15,49,42,76.7,6,M,1019.9
14-10-2021,03:43,49,43,79.7,7,M,1019.9
14-10-2021,03:53,49,43,79.7,6,M,1020.4
14-10-2021,04:53,48,43,82.7,7,M,1020.5
14-10-2021,05:53,47,44,89.2,4,M,1020.7
14-10-2021,06:27,48,43,82.7,8,M,1020.3
14-10-2021,06:53,48,43,82.7,7,M,1020.5
14-10-2021,07:18,48,43,82.7,6,M,1020
14-10-2021,07:53,47,43,85.9,5,M,1020.6
14-10-2021,08:53,47,43,85.9,6,M,1020.6
14-10-2021,09:53,48,42,79.6,7,M,1020.3
14-10-2021,10:53,46,44,92.7,6,M,1020.2
14-10-2021,11:53,46,44,92.7,6,M,1020.3
14-10-2021,12:08,46,45,96.3,7,M,1020
14-10-2021,12:42,46,45,96.3,4,M,1020
14-10-2021,12:53,47,45,92.7,6,M,1020.5
14-10-2021,13:28,47,45,92.7,5,M,1020.3
14-10-2021,13:53,47,45,92.7,7,M,1020.9
14-10-2021,14:53,47,45,92.7,6,M,1021.3
14-10-2021,15:53,49,46,89.3,7,M,1022
14-10-2021,16:18,49,46,89.3,8,M,1022
14-10-2021,16:53,50,47,89.4,7,M,1022.4
14-10-2021,17:53,53,49,86.2,9,M,1022.5
14-10-2021,18:47,55,48,77.2,11,M,1022.1
14-10-2021,18:53,55,49,80.1,11,M,1022.8
14-10-2021,19:22,55,48,77.2,13,M,1022.4
14-10-2021,19:53,56,49,77.3,10,M,1022.9
14-10-2021,20:53,58,48,69.3,10,M,1022.6
14-10-2021,21:53,59,48,66.8,11,M,1022.6
14-10-2021,22:53,56,49,77.3,13,17,1022.9
14-10-2021,23:53,55,50,83.2,8,M,1022.9
15-10-2021,00:53,54,50,86.3,5,M,1023.3
15-10-2021,01:53,52,51,96.4,9,M,1023.1
15-10-2021,02:53,52,51,96.4,8,M,1023.4
15-10-2021,03:16,52,50,92.9,9,M,1022.9
15-10-2021,03:53,52,50,92.9,8,M,1023.4
15-10-2021,04:26,52,50,92.9,9,M,1022.9
15-10-2021,04:53,52,50,92.9,10,M,1023.5
15-10-2021,05:53,52,50,92.9,10,M,1023.4
15-10-2021,06:53,52,50,92.9,8,M,1023.1
15-10-2021,07:53,52,49,89.5,7,M,1022.9
15-10-2021,08:53,52,49,89.5,7,M,1022.5
15-10-2021,09:53,52,49,89.5,5,M,1022.5
15-10-2021,10:05,51,49,92.8,7,M,1021.9
15-10-2021,10:53,51,49,92.8,10,M,1021.9
15-10-2021,11:53,51,50,96.4,7,M,1021.5
15-10-2021,12:51,54,48,80.1,10,M,1021.4
15-10-2021,12:53,53,49,86.2,10,M,1021.8
15-10-2021,13:44,53,49,86.2,9,M,1020.8
15-10-2021,13:53,53,49,86.2,5,M,1021.5
15-10-2021,14:53,53,49,86.2,6,M,1021.5
15-10-2021,15:53,54,49,83.1,7,M,1021.8
15-10-2021,16:53,55,49,80.1,8,M,1022
15-10-2021,17:53,55,48,77.2,10,M,1021.9
15-10-2021,18:53,56,49,77.3,7,M,1021.9
15-10-2021,19:53,58,48,69.3,10,M,1021.7
15-10-2021,20:53,61,48,62.2,15,21,1021.4
15-10-2021,21:53,61,48,62.2,11,21,1021
15-10-2021,22:53,60,47,62.1,9,M,1020.9
15-10-2021,23:53,59,45,59.6,8,M,1020.7
16-10-2021,00:53,59,46,62,7,M,1020.5
16-10-2021,01:53,57,46,66.6,6,M,1020.3
16-10-2021,02:53,59,45,59.6,7,M,1020.2
16-10-2021,03:53,59,45,59.6,7,M,1020.2
16-10-2021,04:53,59,45,59.6,10,M,1020.3
16-10-2021,05:53,58,45,61.8,8,M,1020.7
16-10-2021,06:53,57,46,66.6,7,M,1020
16-10-2021,07:53,57,46,66.6,6,M,1020.2
16-10-2021,08:53,55,48,77.2,5,M,1019.8
16-10-2021,09:53,54,48,80.1,4,M,1019.4
16-10-2021,10:53,54,48,80.1,5,M,1018.8
16-10-2021,11:53,55,46,71.6,8,M,1018.3
16-10-2021,12:53,56,45,66.5,9,M,1017.8
16-10-2021,13:53,56,45,66.5,7,M,1017.4
16-10-2021,14:53,57,44,61.7,9,M,1016.9
16-10-2021,15:53,58,43,57.3,8,M,1016.7
16-10-2021,16:53,59,45,59.6,5,M,1016.4
16-10-2021,17:53,59,46,62,5,M,1016.6
16-10-2021,18:53,63,48,58,12,M,1016.1
16-10-2021,19:53,65,48,54.1,9,M,1015.4
16-10-2021,20:53,67,49,52.4,11,M,1014.5
16-10-2021,21:53,66,48,52.2,12,M,1013.4
16-10-2021,22:53,65,48,54.1,8,M,1012.9
16-10-2021,23:53,63,49,60.2,6,M,1012.3
17-10-2021,00:53,61,49,64.6,8,M,1011.9
17-10-2021,01:53,60,49,66.9,8,M,1011.7
17-10-2021,02:53,59,48,66.8,8,M,1011.4
17-10-2021,03:53,60,48,64.5,8,M,1010.8
17-10-2021,04:53,58,47,66.7,7,M,1010.5
17-10-2021,05:53,59,47,64.3,8,M,1010.2
17-10-2021,06:53,57,47,69.1,8,M,1009.9
17-10-2021,07:53,56,47,71.7,10,M,1009.2
17-10-2021,08:53,54,47,77.1,9,M,1008.7
17-10-2021,09:53,55,46,71.6,11,M,1008.3
17-10-2021,10:53,53,46,77,9,M,1007.4
17-10-2021,11:53,54,46,74.2,7,M,1006.9
17-10-2021,12:53,54,46,74.2,4,M,1006.5
17-10-2021,13:53,53,46,77,3,M,1006.4
17-10-2021,14:53,53,47,80,4,M,1006.2
17-10-2021,15:53,55,48,77.2,5,M,1005.9
17-10-2021,16:53,55,47,74.3,5,M,1005.7
17-10-2021,17:53,55,50,83.2,7,M,1006
17-10-2021,18:53,55,50,83.2,5,M,1005.8
17-10-2021,19:53,55,50,83.2,5,M,1005.8
17-10-2021,20:06,55,50,83.2,8,M,1005.5
17-10-2021,20:07,55,50,83.2,8,M,1005.5
17-10-2021,20:53,55,50,83.2,4,M,1005.6
17-10-2021,21:26,55,50,83.2,3,M,1005.2
17-10-2021,21:53,56,50,80.2,3,M,1005.7
17-10-2021,22:53,54,50,86.3,3,M,1006.2
17-10-2021,23:53,54,50,86.3,4,M,1006.5
18-10-2021,00:53,52,49,89.5,5,M,1007
18-10-2021,01:53,50,48,92.8,6,M,1008
18-10-2021,02:50,48,46,92.7,9,M,1008.8
18-10-2021,02:53,49,46,89.3,10,M,1009.1
18-10-2021,03:53,49,45,86,11,M,1009.6
18-10-2021,04:53,50,45,82.8,9,M,1009.6
18-10-2021,05:53,50,46,86.1,5,M,1010.6
18-10-2021,06:53,50,45,82.8,7,M,1010.9
18-10-2021,07:53,50,45,82.8,8,M,1011.4
18-10-2021,08:35,50,45,82.8,7,M,1011.1
18-10-2021,08:53,50,45,82.8,9,M,1011.5
18-10-2021,09:25,49,45,86,6,M,1011.5
18-10-2021,09:46,49,45,86,3,M,1011.5
18-10-2021,09:53,49,46,89.3,4,M,1011.7
18-10-2021,10:53,49,46,89.3,4,M,1012.3
18-10-2021,11:00,49,46,89.3,4,M,1012.1
18-10-2021,11:53,49,46,89.3,5,M,1012.6
18-10-2021,12:09,49,46,89.3,5,M,1012.5
18-10-2021,12:23,49,46,89.3,6,M,1012.8
18-10-2021,12:53,49,46,89.3,5,M,1013.4
18-10-2021,13:27,49,46,89.3,4,M,1013.5
18-10-2021,13:53,49,46,89.3,5,M,1014.6
18-10-2021,14:48,48,45,89.3,5,M,1014.9
18-10-2021,14:53,49,45,86,6,M,1015.4
18-10-2021,15:53,50,43,76.7,7,M,1015.9
18-10-2021,16:53,51,45,79.8,6,M,1016.3
18-10-2021,17:53,52,45,76.9,5,M,1016.4
18-10-2021,18:53,52,45,76.9,3,M,1016.5
18-10-2021,19:44,53,45,74.1,6,M,1016.1
18-10-2021,19:53,53,44,71.4,4,M,1016.4
18-10-2021,20:53,53,43,68.7,5,M,1016.4
18-10-2021,21:53,54,42,63.7,5,M,1016.6
18-10-2021,22:08,54,42,63.7,4,M,1016
18-10-2021,23:53,54,42,63.7,0,M,1016.4
19-10-2021,00:53,52,43,71.3,4,M,1016.6
19-10-2021,01:53,52,44,74,0,M,1016.6
19-10-2021,02:53,51,45,79.8,3,M,1016.5
19-10-2021,03:53,51,46,82.9,3,M,1016.4
19-10-2021,04:53,51,46,82.9,0,M,1016.4
19-10-2021,05:53,51,46,82.9,0,M,1016.1
19-10-2021,06:53,49,46,89.3,3,M,1016.1
19-10-2021,07:53,49,46,89.3,3,M,1015.9
19-10-2021,08:53,48,46,92.7,0,M,1015.5
19-10-2021,09:53,48,46,92.7,0,M,1014.9
19-10-2021,10:53,48,45,89.3,6,M,1014.4
19-10-2021,11:53,47,45,92.7,5,M,1013.7
19-10-2021,12:53,46,44,92.7,5,M,1013.4
19-10-2021,13:53,45,43,92.6,3,M,1013.3
19-10-2021,14:53,45,44,96.3,3,M,1013.1
19-10-2021,15:53,47,44,89.2,3,M,1013.4
19-10-2021,16:53,50,45,82.8,3,M,1012.8
19-10-2021,17:53,53,45,74.1,0,M,1012
19-10-2021,18:53,57,43,59.4,0,M,1011.3
19-10-2021,19:53,56,46,69,3,M,1010.7
19-10-2021,20:53,58,42,55.1,3,M,1010.3
19-10-2021,21:53,59,44,57.4,0,M,1009.6
19-10-2021,22:53,59,44,57.4,0,M,1008.6
19-10-2021,23:53,59,42,53.2,4,M,1007
20-10-2021,00:53,57,42,57.1,4,M,1006.6
20-10-2021,01:53,56,42,59.2,6,M,1006.1
20-10-2021,02:53,57,42,57.1,5,M,1005.5
20-10-2021,03:53,55,42,61.4,3,M,1004.9
20-10-2021,04:53,56,45,66.5,9,M,1004.2
20-10-2021,05:53,55,45,68.9,7,M,1003.5
20-10-2021,06:53,61,40,45.8,8,M,1002.8
20-10-2021,07:53,52,45,76.9,4,M,1002.5
20-10-2021,08:53,52,47,83,10,M,1003.2
20-10-2021,09:53,51,48,89.4,4,M,1003.8
20-10-2021,10:53,52,47,83,6,M,1004.3
20-10-2021,11:55,51,48,89.4,7,M,1004.6
20-10-2021,12:53,52,48,86.2,9,M,1004.6
20-10-2021,13:53,51,49,92.8,3,M,1005.6
20-10-2021,14:53,51,49,92.8,7,M,1006.6
20-10-2021,15:53,53,49,86.2,9,17,1007.9
20-10-2021,16:53,52,49,89.5,9,M,1009.4
20-10-2021,17:53,53,49,86.2,12,M,1010.9
20-10-2021,18:53,57,49,74.5,18,26,1011.6
20-10-2021,19:53,58,46,64.2,16,24,1013
20-10-2021,20:53,59,46,62,12,19,1013.8
20-10-2021,21:53,60,44,55.4,13,24,1014.4
20-10-2021,22:53,58,45,61.8,9,M,1015.1
20-10-2021,23:53,57,43,59.4,11,M,1015.6
21-10-2021,00:53,55,45,68.9,5,M,1015.6
21-10-2021,01:53,53,45,74.1,8,M,1015.8
21-10-2021,02:53,55,45,68.9,7,M,1015.9
21-10-2021,03:53,53,44,71.4,5,M,1016.3
21-10-2021,04:53,53,45,74.1,7,M,1016.4
21-10-2021,05:53,54,43,66.2,9,M,1015.8
21-10-2021,06:53,52,44,74,3,M,1015.4
21-10-2021,07:58,52,43,71.3,5,M,1014.7
21-10-2021,08:53,52,41,66,8,M,1014
21-10-2021,09:53,52,41,66,3,M,1013.9
21-10-2021,10:53,54,40,59,10,M,1012.8
21-10-2021,11:53,54,39,56.7,10,M,1012
21-10-2021,12:53,55,39,54.7,11,M,1012.5
21-10-2021,13:53,56,39,52.7,10,M,1012.2
21-10-2021,14:53,57,39,50.9,9,M,1011.8
21-10-2021,15:53,60,39,45.7,11,M,1011.7
21-10-2021,16:53,62,40,44.2,12,M,1010.7
21-10-2021,17:53,63,39,41.1,13,24,1010.2
21-10-2021,18:53,66,40,38.4,15,M,1009.5
21-10-2021,19:53,69,41,36,13,M,1008.9
21-10-2021,20:53,68,40,35.9,17,24,1008.5
21-10-2021,21:53,68,40,35.9,16,26,1006.7
21-10-2021,22:53,68,41,37.3,12,25,1005.6
21-10-2021,23:53,68,41,37.3,14,M,1005
22-10-2021,00:33,61,47,59.9,19,30,1006.3
22-10-2021,00:53,58,49,71.9,14,20,1006.9
22-10-2021,01:53,55,52,89.6,11,M,1009.1
22-10-2021,02:37,54,52,92.9,6,M,1008.9
22-10-2021,02:53,55,53,92.9,6,M,1009.5
