Date,Time,Temperature,Dewpoint,Relhum,Speed,Gust,Pressure
06-10-2021,00:00,55,43,63.8,6,M,1011.5
06-10-2021,01:00,55,43,63.8,10,M,1012.4
06-10-2021,02:00,52,43,71.3,9,17,1013
06-10-2021,03:00,52,39,61,2,M,1013.5
06-10-2021,04:00,48,43,82.7,6,M,1014
06-10-2021,05:00,46,43,89.2,8,M,1014.4
06-10-2021,06:00,46,45,96.3,11,M,1014.4
06-10-2021,07:00,46,43,89.2,10,M,1014.5
06-10-2021,08:00,48,45,89.3,13,M,1014.3
06-10-2021,08:28,50,45,82.8,11,M,1014.2
06-10-2021,09:00,50,43,76.7,11,M,1013.9
06-10-2021,09:41,48,43,82.7,11,M,1014.3
06-10-2021,10:00,48,45,89.3,13,M,1014.4
06-10-2021,10:34,48,45,89.3,10,M,1014.5
06-10-2021,12:00,48,45,89.3,10,M,1015.1
06-10-2021,12:04,48,45,89.3,11,M,1015.1
06-10-2021,12:31,46,45,96.3,8,M,1015.1
06-10-2021,12:52,46,45,96.3,11,M,1015.2
06-10-2021,13:00,46,45,96.3,9,M,1015.3
06-10-2021,13:03,46,45,96.3,9,M,1015.3
06-10-2021,14:00,48,46,92.7,8,M,1015.7
06-10-2021,14:29,48,46,92.7,7,M,1015.9
06-10-2021,15:33,50,46,86.1,6,M,1016.6
06-10-2021,16:17,52,48,86.2,11,16,1017.2
06-10-2021,18:00,54,46,74.2,7,M,1018.5
06-10-2021,19:00,54,46,74.2,4,M,1019.1
06-10-2021,20:00,54,46,74.2,4,M,1019.4
06-10-2021,21:00,55,45,68.9,5,M,1019.6
06-10-2021,22:00,55,45,68.9,7,M,1019.6
06-10-2021,23:00,54,43,66.2,7,M,1019.8
07-10-2021,00:00,52,43,71.3,5,M,1020.1
07-10-2021,01:00,50,43,76.7,6,M,1020.5
07-10-2021,02:00,46,41,82.6,5,M,1020.6
07-10-2021,03:00,45,41,85.8,4,M,1020.8
07-10-2021,04:00,45,41,85.8,2,M,1020.9
07-10-2021,05:00,46,43,89.2,3,M,1021.2
07-10-2021,06:00,45,43,92.6,2,M,1021.6
07-10-2021,07:00,43,41,92.6,4,M,1021.9
07-10-2021,08:00,45,41,85.8,4,M,1022
07-10-2021,09:00,43,41,92.6,4,M,1022.1
07-10-2021,10:00,45,43,92.6,4,M,1022.1
07-10-2021,11:00,43,41,92.6,2,M,1022.2
07-10-2021,12:00,43,41,92.6,2,M,1022.2
07-10-2021,13:00,45,43,92.6,4,M,1022.4
07-10-2021,13:48,45,43,92.6,4,M,1022.4
07-10-2021,14:00,46,43,89.2,5,M,1022.5
07-10-2021,14:53,46,45,96.3,4,M,1022.5
07-10-2021,15:00,46,43,89.2,5,M,1022.5
07-10-2021,16:00,48,45,89.3,4,M,1022.5
07-10-2021,17:00,50,46,86.1,7,M,1022.5
07-10-2021,18:00,52,45,76.9,5,M,1022.5
07-10-2021,19:00,52,45,76.9,4,M,1021.9
07-10-2021,20:00,54,45,71.5,5,M,1021.4
07-10-2021,21:00,52,46,79.9,7,M,1020.8
07-10-2021,22:00,54,46,74.2,6,M,1020.4
07-10-2021,23:00,55,46,71.6,5,M,1019.9
08-10-2021,00:00,54,45,71.5,3,M,1019.3
08-10-2021,01:00,52,45,76.9,3,M,1018.6
08-10-2021,02:00,46,43,89.2,4,M,1018.2
08-10-2021,03:00,48,45,89.3,3,M,1017.8
08-10-2021,04:00,46,43,89.2,2,M,1017.4
08-10-2021,05:00,46,39,76.4,3,M,1017.1
08-10-2021,06:00,46,41,82.6,4,M,1016.9
08-10-2021,07:00,45,39,79.3,3,M,1016.7
08-10-2021,08:00,46,41,82.6,6,M,1016.7
08-10-2021,09:00,46,41,82.6,0,M,1016.5
08-10-2021,10:00,46,41,82.6,0,M,1016.5
08-10-2021,11:00,45,41,85.8,3,M,1016.4
08-10-2021,12:00,45,41,85.8,3,M,1016.4
08-10-2021,13:00,43,39,85.6,0,M,1016.3
08-10-2021,14:00,45,43,92.6,6,M,1016.5
08-10-2021,15:00,45,43,92.6,3,M,1016.7
08-10-2021,16:00,46,43,89.2,3,M,1017
08-10-2021,17:00,48,43,82.7,2,M,1017.5
08-10-2021,18:00,48,43,82.7,3,M,1017.8
08-10-2021,19:00,50,43,76.7,3,M,1017.9
08-10-2021,20:00,52,43,71.3,5,M,1018.1
08-10-2021,21:00,52,45,76.9,5,M,1017.9
08-10-2021,22:00,54,45,71.5,6,M,1017.8
08-10-2021,23:00,54,45,71.5,6,M,1017.9
09-10-2021,00:00,54,45,71.5,4,M,1018
09-10-2021,01:00,50,45,82.8,4,M,1018.2
09-10-2021,02:00,50,43,76.7,4,M,1018.3
09-10-2021,03:00,48,43,82.7,0,M,1018.7
09-10-2021,04:00,48,43,82.7,3,M,1019.3
09-10-2021,05:00,43,41,92.6,0,M,1019.3
09-10-2021,06:00,46,43,89.2,2,M,1019.9
09-10-2021,07:00,45,41,85.8,4,M,1020.4
09-10-2021,08:00,45,43,92.6,5,M,1020.9
09-10-2021,09:00,43,41,92.6,5,M,1021.1
09-10-2021,10:00,43,41,92.6,7,M,1021.3
09-10-2021,11:00,45,43,92.6,5,M,1021.5
09-10-2021,12:00,46,43,89.2,9,M,1021.7
09-10-2021,13:00,48,43,82.7,7,M,1021.9
09-10-2021,14:00,48,43,82.7,8,M,1022.3
09-10-2021,14:53,50,45,82.8,8,M,1022.1
09-10-2021,15:00,48,45,89.3,7,M,1022.1
09-10-2021,16:00,50,43,76.7,10,M,1022.1
09-10-2021,17:00,50,43,76.7,8,M,1022.1
09-10-2021,17:21,52,43,71.3,8,M,1022.3
09-10-2021,18:00,52,43,71.3,11,16,1022.1
09-10-2021,19:00,52,45,76.9,12,19,1021.7
09-10-2021,19:18,52,45,76.9,15,M,1021.6
09-10-2021,20:00,52,46,79.9,10,M,1021
09-10-2021,21:00,52,48,86.2,8,M,1020.3
09-10-2021,21:25,52,48,86.2,9,M,1020.3
09-10-2021,21:30,52,50,92.9,9,M,1020.3
09-10-2021,21:40,52,50,92.9,8,M,1020.3
09-10-2021,22:00,50,50,100,8,M,1020.2
09-10-2021,22:15,50,50,100,10,M,1019.9
09-10-2021,22:36,50,50,100,11,M,1019.7
09-10-2021,22:48,50,50,100,11,M,1019.6
09-10-2021,23:00,50,50,100,11,M,1019.5
09-10-2021,23:28,50,50,100,12,M,1019.1
10-10-2021,00:39,50,50,100,11,17,1017.7
10-10-2021,00:54,50,50,100,12,M,1017.5
10-10-2021,01:10,50,50,100,13,M,1017.4
10-10-2021,01:15,50,50,100,13,18,1017.3
10-10-2021,01:38,50,50,100,12,M,1017
10-10-2021,03:00,52,50,92.9,12,19,1015.4
10-10-2021,03:19,52,52,100,13,M,1015.1
10-10-2021,04:00,52,52,100,13,18,1014.6
10-10-2021,04:21,52,52,100,13,M,1014.2
10-10-2021,04:38,52,52,100,11,M,1014
10-10-2021,05:00,52,52,100,8,M,1013.7
10-10-2021,05:16,52,52,100,10,M,1013.5
10-10-2021,07:00,54,52,92.9,9,M,1012.7
10-10-2021,08:00,54,50,86.3,16,23,1012.8
10-10-2021,09:00,50,45,82.8,20,28,1014.1
10-10-2021,10:00,50,43,76.7,18,24,1015.6
10-10-2021,11:00,50,43,76.7,16,25,1016
10-10-2021,12:00,48,43,82.7,16,M,1016.7
10-10-2021,13:00,48,43,82.7,16,21,1017.3
10-10-2021,14:00,48,41,76.6,16,M,1017.5
10-10-2021,15:00,48,43,82.7,14,21,1018.4
10-10-2021,16:00,52,43,71.3,12,M,1019
10-10-2021,17:00,52,46,79.9,14,M,1019.6
10-10-2021,18:00,54,46,74.2,13,M,1020.1
10-10-2021,19:00,54,45,71.5,15,21,1020.5
10-10-2021,20:00,54,45,71.5,14,M,1020.7
10-10-2021,21:00,55,43,63.8,11,M,1020.5
10-10-2021,22:00,54,41,61.3,12,M,1020.3
10-10-2021,23:00,54,41,61.3,11,M,1020
11-10-2021,00:00,52,41,66,13,M,1020
11-10-2021,01:00,52,45,76.9,14,M,1020.1
11-10-2021,02:00,50,43,76.7,18,M,1020.8
11-10-2021,03:00,48,45,89.3,19,M,1020.9
11-10-2021,04:00,48,43,82.7,15,21,1021
11-10-2021,05:00,48,43,82.7,18,M,1021.1
11-10-2021,06:00,48,41,76.6,17,23,1021.5
11-10-2021,07:00,46,41,82.6,13,M,1021.7
11-10-2021,08:00,46,39,76.4,14,M,1022.2
11-10-2021,09:00,45,41,85.8,2,M,1022.5
11-10-2021,10:00,41,39,92.5,4,M,1022.8
11-10-2021,11:00,45,43,92.6,3,M,1023.2
11-10-2021,12:00,45,41,85.8,0,M,1023.6
11-10-2021,13:00,43,39,85.6,2,M,1023.9
11-10-2021,14:00,45,41,85.8,2,M,1024.2
11-10-2021,15:00,43,41,92.6,3,M,1024.8
11-10-2021,16:00,48,43,82.7,0,M,1025.1
11-10-2021,17:00,48,43,82.7,9,M,1025.5
11-10-2021,18:00,50,45,82.8,7,M,1025.8
11-10-2021,19:00,52,45,76.9,8,M,1025.9
11-10-2021,20:00,52,45,76.9,9,M,1025.8
11-10-2021,21:00,52,45,76.9,9,M,1025.6
11-10-2021,22:00,52,45,76.9,9,M,1025.4
11-10-2021,23:00,52,43,71.3,7,M,1025.6
12-10-2021,00:00,50,43,76.7,7,M,1025.7
12-10-2021,04:00,41,39,92.5,2,M,1025.3
12-10-2021,05:00,43,37,79.2,3,M,1025
12-10-2021,06:00,41,39,92.5,0,M,1025.1
12-10-2021,07:00,41,37,85.5,4,M,1025.4
12-10-2021,08:00,41,39,92.5,4,M,1025
12-10-2021,09:00,41,37,85.5,5,M,1024.6
12-10-2021,10:00,37,37,100,5,M,1024.2
12-10-2021,10:11,37,37,100,5,M,1024.2
12-10-2021,11:00,39,37,92.4,5,M,1023.9
12-10-2021,11:51,41,39,92.5,7,M,1023.4
12-10-2021,12:00,43,39,85.6,8,M,1023.3
12-10-2021,13:00,41,39,92.5,9,M,1022.6
12-10-2021,14:00,41,41,100,9,M,1022.4
12-10-2021,15:00,43,41,92.6,10,M,1021.8
12-10-2021,16:00,45,41,85.8,9,M,1021.4
12-10-2021,17:00,46,43,89.2,10,M,1020.7
12-10-2021,18:00,46,39,76.4,13,M,1020.1
12-10-2021,19:00,48,41,76.6,11,18,1018.8
12-10-2021,19:38,48,39,70.8,13,M,1018.4
12-10-2021,20:00,48,39,70.8,12,M,1018.6
12-10-2021,21:00,48,41,76.6,11,16,1017.5
12-10-2021,22:00,48,41,76.6,7,M,1016.7
12-10-2021,22:47,48,41,76.6,12,M,1016.6
12-10-2021,23:00,46,41,82.6,15,M,1016.5
12-10-2021,23:06,46,43,89.2,12,17,1016.5
13-10-2021,00:00,46,43,89.2,16,M,1016.3
13-10-2021,01:00,45,41,85.8,16,21,1015.8
13-10-2021,02:00,43,41,92.6,15,M,1015.7
13-10-2021,03:00,43,41,92.6,12,17,1015.3
13-10-2021,03:38,43,41,92.6,14,M,1015
13-10-2021,04:00,43,41,92.6,13,M,1015
13-10-2021,05:00,43,41,92.6,8,16,1015
13-10-2021,05:41,43,41,92.6,9,M,1014.9
13-10-2021,06:00,43,41,92.6,9,M,1015
13-10-2021,07:00,43,41,92.6,9,M,1015.1
13-10-2021,07:39,43,41,92.6,10,M,1015.3
13-10-2021,08:00,43,41,92.6,9,M,1015.3
13-10-2021,09:00,43,41,92.6,5,M,1015.5
13-10-2021,10:00,43,41,92.6,4,M,1016
13-10-2021,11:00,43,43,100,2,M,1016
13-10-2021,11:22,43,43,100,0,M,1016.1
13-10-2021,12:00,43,43,100,0,M,1016.3
13-10-2021,13:00,43,43,100,0,M,1016.4
13-10-2021,14:00,43,41,92.6,4,M,1016.8
13-10-2021,15:00,43,43,100,5,M,1017.4
13-10-2021,16:00,45,43,92.6,6,M,1017.7
13-10-2021,17:00,46,45,96.3,6,M,1018
13-10-2021,23:00,50,45,82.8,6,M,1018.8
14-10-2021,00:00,48,43,82.7,6,M,1018.9
14-10-2021,00:11,48,43,82.7,5,M,1019
14-10-2021,01:00,48,45,89.3,6,M,1018.9
14-10-2021,02:00,48,45,89.3,6,M,1019
14-10-2021,03:00,46,45,96.3,7,M,1019.1
14-10-2021,04:00,46,45,96.3,7,M,1019.3
14-10-2021,05:00,46,45,96.3,7,M,1019.6
14-10-2021,06:00,46,45,96.3,9,M,1019.7
14-10-2021,07:00,45,43,92.6,8,M,1019.3
14-10-2021,08:00,45,43,92.6,11,M,1019.2
14-10-2021,09:00,45,43,92.6,9,M,1019.2
14-10-2021,10:00,46,43,89.2,8,M,1019.3
14-10-2021,10:03,46,43,89.2,8,M,1019.3
14-10-2021,10:27,46,43,89.2,9,M,1019.4
14-10-2021,11:00,46,45,96.3,8,M,1019.2
14-10-2021,12:00,45,45,100,8,M,1019.5
14-10-2021,12:18,45,45,100,10,M,1019.6
14-10-2021,13:00,45,45,100,8,M,1019.6
14-10-2021,13:38,45,45,100,8,M,1019.8
14-10-2021,14:00,45,45,100,8,M,1019.7
14-10-2021,14:46,45,45,100,6,M,1020.1
14-10-2021,16:00,46,45,96.3,8,M,1020.9
14-10-2021,17:00,46,45,96.3,9,M,1021.3
14-10-2021,18:00,48,45,89.3,8,M,1021.8
14-10-2021,18:48,48,45,89.3,10,M,1022
14-10-2021,19:00,48,45,89.3,9,M,1022
14-10-2021,19:45,48,46,92.7,9,M,1022.2
14-10-2021,20:00,48,46,92.7,8,M,1022.2
14-10-2021,21:00,50,46,86.1,8,M,1022
14-10-2021,21:15,50,46,86.1,8,M,1022.1
14-10-2021,21:45,48,48,100,7,M,1022.1
14-10-2021,22:00,48,46,92.7,9,M,1022.1
14-10-2021,22:43,48,48,100,8,M,1022
14-10-2021,23:00,48,48,100,8,M,1022
14-10-2021,23:20,48,48,100,7,M,1022
14-10-2021,23:43,50,48,92.8,9,M,1022
15-10-2021,01:00,50,48,92.8,6,M,1022
15-10-2021,01:12,50,48,92.8,7,M,1022
15-10-2021,01:38,50,48,92.8,7,M,1021.9
15-10-2021,02:00,50,48,92.8,7,M,1021.5
15-10-2021,02:23,50,48,92.8,7,M,1021.7
15-10-2021,03:00,50,48,92.8,7,M,1021.8
15-10-2021,04:00,50,48,92.8,7,M,1021.6
15-10-2021,05:00,50,48,92.8,8,M,1021.3
15-10-2021,06:00,50,48,92.8,9,M,1020.9
15-10-2021,07:00,50,48,92.8,8,M,1020.7
15-10-2021,07:40,50,48,92.8,10,M,1020.5
15-10-2021,08:00,50,48,92.8,9,M,1020.2
15-10-2021,09:00,50,50,100,8,M,1020.1
15-10-2021,10:00,50,50,100,10,M,1019.5
15-10-2021,10:16,50,50,100,10,M,1019.6
15-10-2021,11:00,52,50,92.9,8,M,1019.3
15-10-2021,11:44,52,50,92.9,9,M,1019.3
15-10-2021,12:00,52,50,92.9,9,M,1019.1
15-10-2021,13:00,52,50,92.9,10,M,1018.9
15-10-2021,13:43,52,50,92.9,12,M,1018.7
15-10-2021,14:00,52,52,100,10,M,1018.7
15-10-2021,15:00,52,52,100,12,M,1018.7
15-10-2021,16:00,52,52,100,13,M,1018.6
15-10-2021,16:34,52,52,100,11,17,1018.7
15-10-2021,17:00,52,52,100,14,M,1018.8
15-10-2021,18:00,54,52,92.9,13,18,1018.9
15-10-2021,19:00,54,52,92.9,14,21,1018.9
15-10-2021,19:36,54,52,92.9,11,16,1019
15-10-2021,20:00,54,52,92.9,16,21,1019
15-10-2021,20:08,54,52,92.9,15,21,1019
15-10-2021,20:47,54,52,92.9,15,M,1018.8
15-10-2021,21:00,54,52,92.9,17,M,1018.6
15-10-2021,21:12,54,52,92.9,13,22,1018.7
15-10-2021,21:33,54,52,92.9,15,M,1018.7
15-10-2021,21:45,54,52,92.9,13,19,1018.6
15-10-2021,23:00,54,52,92.9,13,20,1018.2
16-10-2021,00:00,54,52,92.9,15,M,1018
16-10-2021,01:00,54,52,92.9,11,M,1017.6
16-10-2021,01:54,54,52,92.9,11,M,1017.3
16-10-2021,02:00,54,52,92.9,11,M,1017.3
16-10-2021,03:00,54,52,92.9,12,M,1017.1
16-10-2021,03:19,54,52,92.9,11,M,1017.2
16-10-2021,03:41,54,52,92.9,10,M,1017.2
16-10-2021,04:00,54,52,92.9,12,M,1017.4
16-10-2021,04:49,54,50,86.3,11,M,1017.3
16-10-2021,05:10,54,50,86.3,10,M,1017.4
16-10-2021,07:00,54,50,86.3,13,M,1017.3
16-10-2021,08:00,54,52,92.9,14,M,1017
16-10-2021,08:22,54,52,92.9,13,18,1016.9
16-10-2021,08:41,52,52,100,12,M,1017.1
16-10-2021,09:00,52,52,100,12,M,1017.1
16-10-2021,10:00,52,52,100,12,M,1016
16-10-2021,10:49,52,52,100,12,M,1015.4
16-10-2021,11:00,52,52,100,13,M,1015.1
16-10-2021,11:22,52,52,100,11,M,1014.6
16-10-2021,11:45,52,50,92.9,13,M,1014.5
16-10-2021,12:00,52,52,100,13,M,1014.4
16-10-2021,12:13,52,52,100,12,M,1014.5
16-10-2021,13:11,52,52,100,10,M,1014
16-10-2021,13:19,52,52,100,9,M,1013.8
16-10-2021,13:33,52,52,100,11,M,1013.6
16-10-2021,13:38,52,52,100,10,M,1013.9
16-10-2021,14:27,52,52,100,14,M,1013.5
16-10-2021,14:51,52,52,100,13,19,1013.6
16-10-2021,15:14,52,52,100,16,M,1013.3
16-10-2021,15:23,52,52,100,16,M,1013.2
16-10-2021,16:07,54,52,92.9,14,M,1013.4
16-10-2021,16:15,54,52,92.9,15,22,1013.3
16-10-2021,16:50,52,52,100,14,M,1013.1
16-10-2021,17:15,52,52,100,11,16,1012.9
16-10-2021,17:39,54,52,92.9,8,M,1012.8
16-10-2021,17:53,54,52,92.9,12,M,1013.1
16-10-2021,18:14,54,52,92.9,13,M,1013
16-10-2021,18:34,54,54,100,12,M,1012.4
16-10-2021,20:00,55,54,96.4,15,M,1011.8
16-10-2021,20:15,55,54,96.4,14,M,1011.6
16-10-2021,20:22,55,54,96.4,14,M,1011.6
16-10-2021,21:00,55,54,96.4,12,M,1010.8
16-10-2021,21:22,55,54,96.4,13,M,1010.3
16-10-2021,21:53,57,54,89.7,10,M,1010.2
16-10-2021,22:00,57,54,89.7,9,M,1010.1
16-10-2021,22:30,57,54,89.7,8,M,1009.8
16-10-2021,22:39,57,54,89.7,9,M,1009.7
17-10-2021,00:00,57,54,89.7,10,17,1009.2
17-10-2021,00:28,57,54,89.7,8,M,1009
17-10-2021,01:00,55,52,89.6,7,M,1008.9
17-10-2021,01:07,55,54,96.4,6,M,1009
17-10-2021,01:31,54,54,100,3,M,1008.9
17-10-2021,02:00,54,54,100,5,M,1008.8
17-10-2021,02:12,54,54,100,7,M,1008.9
17-10-2021,02:32,54,54,100,8,M,1008.8
17-10-2021,02:47,54,54,100,7,M,1008.9
17-10-2021,03:11,54,54,100,5,M,1008.6
17-10-2021,03:44,54,54,100,5,M,1008.7
17-10-2021,04:30,52,52,100,7,M,1008.5
17-10-2021,04:42,52,52,100,5,M,1008.4
17-10-2021,05:33,52,52,100,3,M,1008.6
17-10-2021,05:52,52,52,100,4,M,1008.5
17-10-2021,07:00,54,52,92.9,3,M,1008
17-10-2021,08:00,54,52,92.9,6,M,1007.4
17-10-2021,09:00,52,52,100,3,M,1007.2
17-10-2021,09:50,52,52,100,0,M,1006.6
17-10-2021,10:00,52,52,100,0,M,1006.5
17-10-2021,10:20,52,52,100,2,M,1006.3
17-10-2021,11:00,52,52,100,3,M,1005.8
17-10-2021,11:09,52,52,100,2,M,1005.7
17-10-2021,11:49,52,52,100,0,M,1005.4
17-10-2021,12:15,52,52,100,2,M,1005.2
17-10-2021,14:00,52,52,100,7,M,1005
17-10-2021,15:00,52,52,100,7,M,1005.1
17-10-2021,16:00,52,52,100,8,M,1005.2
17-10-2021,16:13,54,52,92.9,7,M,1005.3
17-10-2021,17:00,54,54,100,9,M,1005.3
17-10-2021,17:39,54,54,100,5,M,1005.2
17-10-2021,18:00,55,54,96.4,4,M,1005.4
17-10-2021,18:18,55,52,89.6,5,M,1005.4
17-10-2021,18:40,55,52,89.6,5,M,1005.5
17-10-2021,20:00,55,54,96.4,6,M,1005.3
17-10-2021,20:40,55,54,96.4,3,M,1005.1
17-10-2021,21:00,54,54,100,2,M,1004.9
17-10-2021,22:00,52,50,92.9,14,M,1005.4
17-10-2021,22:37,50,48,92.8,12,M,1005.5
17-10-2021,23:00,50,50,100,11,17,1005.6
18-10-2021,00:00,50,48,92.8,14,M,1006.2
18-10-2021,00:28,50,48,92.8,15,M,1006.5
18-10-2021,01:00,48,48,100,12,M,1007
18-10-2021,01:19,48,48,100,12,M,1007
18-10-2021,02:00,48,48,100,13,M,1007.5
18-10-2021,03:00,50,46,86.1,10,16,1008.2
18-10-2021,04:00,48,46,92.7,11,M,1008.7
18-10-2021,05:00,48,46,92.7,12,M,1009.6
18-10-2021,06:00,48,46,92.7,12,M,1009.9
18-10-2021,07:00,48,46,92.7,14,M,1009.9
18-10-2021,08:00,48,45,89.3,10,M,1010.6
18-10-2021,09:00,48,46,92.7,11,M,1011.2
18-10-2021,10:00,48,46,92.7,3,M,1011.3
18-10-2021,11:00,48,46,92.7,4,M,1011.8
18-10-2021,11:28,48,46,92.7,0,M,1012.1
18-10-2021,12:00,48,46,92.7,7,M,1012.3
18-10-2021,13:00,48,46,92.7,9,M,1013.4
18-10-2021,14:00,48,46,92.7,7,M,1014
18-10-2021,15:00,48,46,92.7,5,M,1014.5
18-10-2021,16:00,48,46,92.7,5,M,1015.2
18-10-2021,17:00,50,46,86.1,0,M,1015.5
18-10-2021,18:00,50,46,86.1,5,M,1016
18-10-2021,19:00,50,48,92.8,6,M,1016.5
18-10-2021,20:00,52,48,86.2,4,M,1016.4
18-10-2021,21:00,54,48,80.1,6,M,1016.2
18-10-2021,22:00,54,48,80.1,5,M,1016.2
18-10-2021,23:00,52,46,79.9,5,M,1016
19-10-2021,00:00,52,46,79.9,5,M,1016.2
19-10-2021,01:00,50,45,82.8,2,M,1016
19-10-2021,02:00,46,45,96.3,0,M,1016
19-10-2021,03:00,48,43,82.7,5,M,1016.1
19-10-2021,04:00,45,43,92.6,6,M,1016
19-10-2021,05:00,45,43,92.6,4,M,1016
19-10-2021,06:00,45,43,92.6,6,M,1016.1
19-10-2021,07:00,43,41,92.6,4,M,1016
19-10-2021,08:00,45,43,92.6,6,M,1015.7
19-10-2021,09:00,43,41,92.6,5,M,1015.3
19-10-2021,09:07,41,41,100,6,M,1015.2
19-10-2021,10:00,41,39,92.5,5,M,1014.5
19-10-2021,11:00,39,39,100,3,M,1014
19-10-2021,11:32,37,36,96.1,6,M,1014
19-10-2021,12:00,39,39,100,6,M,1013.6
19-10-2021,13:00,41,39,92.5,0,M,1013.3
19-10-2021,14:00,45,41,85.8,5,M,1012.5
19-10-2021,15:00,43,41,92.6,4,M,1012.9
19-10-2021,16:00,46,43,89.2,4,M,1012.8
19-10-2021,17:00,48,43,82.7,5,M,1012.3
19-10-2021,18:00,52,45,76.9,3,M,1012
19-10-2021,19:00,54,43,66.2,5,M,1010.9
19-10-2021,20:00,57,46,66.6,4,M,1010.4
19-10-2021,21:00,55,48,77.2,2,M,1009.5
19-10-2021,22:00,50,46,86.1,8,M,1009.1
19-10-2021,23:00,52,46,79.9,6,M,1008.3
20-10-2021,00:00,52,46,79.9,7,M,1007.3
20-10-2021,01:00,48,46,92.7,2,M,1006.2
20-10-2021,02:00,48,45,89.3,6,M,1006.3
20-10-2021,03:00,48,45,89.3,5,M,1005.8
20-10-2021,04:00,46,45,96.3,0,M,1005.3
20-10-2021,05:00,46,45,96.3,2,M,1005.2
20-10-2021,06:00,45,45,100,3,M,1004.4
20-10-2021,07:00,46,46,100,0,M,1003.6
20-10-2021,08:00,46,46,100,4,M,1002.7
20-10-2021,09:00,50,48,92.8,3,M,1002.2
20-10-2021,10:00,48,46,92.7,3,M,1001.7
20-10-2021,11:00,48,46,92.7,2,M,1001.3
20-10-2021,12:00,48,48,100,3,M,1001.6
20-10-2021,12:09,50,46,86.1,0,M,1001.9
20-10-2021,13:00,50,48,92.8,5,M,1003
20-10-2021,14:00,50,48,92.8,9,M,1003.9
20-10-2021,14:11,50,48,92.8,9,M,1003.9
20-10-2021,15:00,52,50,92.9,9,M,1004.7
20-10-2021,16:00,52,50,92.9,9,M,1005.5
20-10-2021,17:00,52,52,100,10,M,1006.1
20-10-2021,18:00,54,52,92.9,11,M,1007.1
20-10-2021,19:00,54,52,92.9,11,M,1008.4
20-10-2021,20:00,54,52,92.9,12,M,1009.4
20-10-2021,21:00,54,52,92.9,13,M,1010.7
20-10-2021,21:27,55,54,96.4,12,M,1011.3
20-10-2021,22:00,55,54,96.4,10,17,1011.7
20-10-2021,23:00,55,52,89.6,10,M,1012.4
21-10-2021,00:00,55,52,89.6,10,M,1012.8
21-10-2021,01:00,54,50,86.3,9,M,1013.5
21-10-2021,02:00,54,48,80.1,10,M,1013.6
21-10-2021,03:00,52,48,86.2,7,M,1014.1
21-10-2021,04:00,54,48,80.1,9,M,1014.3
21-10-2021,05:00,54,46,74.2,13,M,1014.9
21-10-2021,06:00,54,48,80.1,10,M,1015.2
21-10-2021,06:28,54,46,74.2,11,M,1015.1
21-10-2021,07:00,55,46,71.6,12,M,1015
21-10-2021,08:00,55,45,68.9,11,M,1014.4
21-10-2021,09:00,55,45,68.9,9,M,1013.7
21-10-2021,10:00,52,46,79.9,9,M,1012.9
21-10-2021,11:00,52,48,86.2,9,M,1012.5
21-10-2021,12:00,52,46,79.9,12,M,1011.6
21-10-2021,13:00,52,46,79.9,11,M,1011.8
21-10-2021,13:44,52,46,79.9,10,M,1011.7
21-10-2021,14:00,52,46,79.9,10,M,1011.8
21-10-2021,14:18,52,46,79.9,12,M,1011.7
21-10-2021,15:00,52,46,79.9,11,M,1011.3
